#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
KR080729.1|Gyrodactylus_truttae_COI_bb_bb	0	4	0	4	5	MIRA							Assembled with MIRA
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	6	6	6	6	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	7	7	7	7	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	9	9	9	9	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	11	11	11	11	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	13	13	13	13	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	21	21	21	21	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	31	31	31	31	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	34	34	34	34	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	35	35	35	35	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	41	41	41	41	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	42	42	42	42	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	50	50	50	50	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	53	53	53	53	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	55	55	55	55	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	57	57	57	57	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	59	59	59	59	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	61	61	61	61	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	66	66	66	66	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	67	67	67	67	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	71	71	71	71	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	76	76	76	76	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	78	78	78	78	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	82	82	82	82	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	86	86	86	86	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	87	87	87	87	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	90	90	90	90	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	95	95	95	95	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	97	97	97	97	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	99	99	99	99	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	104	104	104	104	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	115	115	115	115	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	117	117	117	117	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	122	122	122	122	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	129	129	129	129	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	130	130	130	130	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	144	144	144	144	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	145	145	145	145	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	150	150	150	150	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	153	153	153	153	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	154	154	154	154	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	156	156	156	156	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	160	160	160	160	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	167	167	167	167	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	176	176	176	176	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	200	200	200	200	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	204	204	204	204	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	208	208	208	208	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	222	222	222	222	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	223	223	223	223	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	225	225	225	225	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	230	230	230	230	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	232	232	232	232	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	234	234	234	234	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	236	236	236	236	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	250	250	250	250	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	252	252	252	252	1	ESDN							
