#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
KR080729.1|Gyrodactylus_truttae_COI_bb	0	4	0	4	5	MIRA							Assembled with MIRA
KR080712.1|Gyrodactylus_teuchis_COI_bb	12	12	12	12	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	18	18	18	18	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	20	20	20	20	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	21	21	21	21	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	32	32	32	32	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	37	37	37	37	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	38	38	38	38	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	39	39	39	39	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	42	42	42	42	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	49	49	49	49	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	51	51	51	51	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	55	55	55	55	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	58	58	58	58	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	67	67	67	67	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	69	69	69	69	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	72	72	72	72	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	76	76	76	76	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	77	77	77	77	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	82	82	82	82	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	83	83	83	83	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	87	87	87	87	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	88	88	88	88	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	92	92	92	92	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	93	93	93	93	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	111	111	111	111	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	112	112	112	112	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	114	114	114	114	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	115	115	115	115	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	117	117	117	117	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	123	123	123	123	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	130	130	130	130	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	145	145	145	145	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	149	149	149	149	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	150	150	150	150	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	151	151	151	151	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	153	153	153	153	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	161	161	161	161	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	169	169	169	169	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	174	174	174	174	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	175	175	175	175	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	182	182	182	182	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	195	195	195	195	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	205	205	205	205	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	208	208	208	208	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	209	209	209	209	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	223	223	223	223	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	227	227	227	227	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	236	236	236	236	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	247	247	247	247	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	249	249	249	249	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	255	255	255	255	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	262	262	262	262	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	266	266	266	266	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	273	273	273	273	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	276	276	276	276	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	280	280	280	280	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	298	298	298	298	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	313	313	313	313	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	323	323	323	323	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	326	326	326	326	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	333	333	333	333	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	336	336	336	336	1	ESDN							
