#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
KR080729.1|Gyrodactylus_truttae_COI_bb_bb	0	4	0	4	5	MIRA							Assembled with MIRA
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	18	18	18	18	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	20	20	20	20	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	21	21	21	21	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	30	30	30	30	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	32	32	32	32	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	37	37	37	37	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	38	38	38	38	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	39	39	39	39	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	42	42	42	42	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	49	49	49	49	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	51	51	51	51	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	53	53	53	53	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	55	55	55	55	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	58	58	58	58	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	67	67	67	67	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	69	69	69	69	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	72	72	72	72	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	74	74	74	74	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	76	76	76	76	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	77	77	77	77	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	80	80	80	80	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	82	82	82	82	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	83	83	83	83	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	87	87	87	87	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	88	88	88	88	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	92	92	92	92	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	93	93	93	93	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	111	111	111	111	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	112	112	112	112	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	114	114	114	114	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	115	115	115	115	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	117	117	117	117	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	123	123	123	123	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	130	130	130	130	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	145	145	145	145	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	149	149	149	149	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	150	150	150	150	1	ESDN							
