#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
KR080729.1|Gyrodactylus_truttae_COI_bb_bb	805	805	805	805	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	35	35	35	35	1	SRMc	75	0	0	90	75	0	
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	150	150	150	150	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	153	153	153	153	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	156	156	156	156	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	158	158	158	158	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	159	159	159	159	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	161	161	161	161	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	169	169	169	169	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	170	170	170	170	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	177	177	177	177	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	182	182	182	182	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	188	188	188	188	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	195	195	195	195	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	197	197	197	197	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	202	202	202	202	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	203	203	203	203	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	204	204	204	204	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	209	209	209	209	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	215	215	215	215	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb_bb	218	218	218	218	1	ESDN							
