#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
KR080729.1|Gyrodactylus_truttae_COI_bb	0	4	0	4	5	MIRA							Assembled with MIRA
KR080712.1|Gyrodactylus_teuchis_COI_bb	18	18	18	18	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	25	25	25	25	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	29	29	29	29	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	33	33	33	33	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	35	35	35	35	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	37	37	37	37	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	38	38	38	38	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	49	49	49	49	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	52	52	52	52	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	62	62	62	62	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	63	63	63	63	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	70	70	70	70	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	72	72	72	72	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	73	73	73	73	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	79	79	79	79	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	80	80	80	80	1	SROc							high
KR080712.1|Gyrodactylus_teuchis_COI_bb	82	82	82	82	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	87	87	87	87	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	89	89	89	89	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	92	92	92	92	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	94	94	94	94	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	114	114	114	114	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	130	130	130	130	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	131	131	131	131	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	137	137	137	137	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	144	144	144	144	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	151	151	151	151	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	152	152	152	152	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	157	157	157	157	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	161	161	161	161	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	164	164	164	164	1	SROc							high
KR080712.1|Gyrodactylus_teuchis_COI_bb	180	180	180	180	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	191	191	191	191	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	198	198	198	198	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	210	210	210	210	1	ESDN							
KR080712.1|Gyrodactylus_teuchis_COI_bb	211	211	211	211	1	ESDN							
